address,amenities,booking_links.agoda,booking_links.airbnb,booking_links.booking_com,booking_links.expedia,booking_links.jalan,booking_links.official,booking_links.rakuten,check_in,check_out,country,distance_to_perisher_km,distance_to_skitube_km,distance_to_thredbo_km,drive_min_to_each_mountain.charlotte_pass,drive_min_to_each_mountain.kita_shiga_kogen,drive_min_to_each_mountain.kita_shiga_komaruyama,drive_min_to_each_mountain.okushiga_kogen,drive_min_to_each_mountain.perisher,drive_min_to_each_mountain.perisher_via_oversnow,drive_min_to_each_mountain.perisher_via_skitube,drive_min_to_each_mountain.ryuoo,drive_min_to_each_mountain.ryuoo_ski_park,drive_min_to_each_mountain.shiga_kogen,drive_min_to_each_mountain.shiga_kogen_hasuike,drive_min_to_each_mountain.shiga_kogen_main_area,drive_min_to_each_mountain.shiga_kogen_okushiga,drive_min_to_each_mountain.thredbo,drive_min_to_each_mountain.xjam_takai_fuji,drive_min_to_each_mountain.yakebitai,drive_min_to_each_mountain.yomase_mount_jeans,drive_min_to_each_mountain.yomase_onsen,drive_min_to_each_mountain.yomase_onsen_xjam,drive_min_to_nearest_mountain,drying_room,english_spoken,id,lat,lng,long_description,meal_plan,name,name_local,nearest_mountain,notes,onsen,pet_friendly,phone,photos,price_band,region,room_count,self_contained,short_description,ski_storage,source_urls,tattoo_policy,town,type,walk_min_to_yudanaka_station,website,yukata_provided
"Upper Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses (steps from #9 Shibu-o-yu) | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,onyado-hishiya-torazo,36.7485,138.4245,"Hishiya Torazo occupies a quiet corner of Shibu Onsen's upper end, neighbours with Shibu-o-yu (#9 bathhouse, the largest of the nine public baths). This positioning makes it ideal for guests who want to use the public baths frequently without long cobblestone walks in geta. Small, atmospheric, and traditional — the type of inn that defines what Shibu Onsen is. Baths and cooking are frequently praised in reviews. The name, with its tiger motif (torazo), gives the property a playful character.",half_board,Onyado Hishiya Torazo,御宿 ひしや寅蔵,Shiga Kogen,,both,,+81-269-33-2888,,$$,yamanouchi,8,,Tucked beside the #9 bathhouse at the top of the village — a serene oasis known for its well-regarded baths and traditional cuisine.,,https://whereandwander.com/the-complete-guide-to-shibu-onsen-and-the-nine-bathhouses/ | https://shibuonsen.net/stay/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",1 private outdoor rotenburo garden onsen | 2 additional private indoor baths | Kuyu meguri key for all 9 public bathhouses | Breakfast served in-room (dinner available on request) | Yukata provided | Free station pickup and drop-off to monkey park | English spoken by owners | TV in rooms | Fridge in rooms,,,https://www.booking.com/hotel/jp/daimaru-ryokan.html,,,,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,yes,daymaruya-ryokan,36.7481,138.4239,"Daymaruya is a small, family-operated inn run by a husband and wife couple who have cultivated a devoted following among international visitors. They speak excellent English and handle pickup from Yudanaka Station, drop-off at the Jigokudani Monkey Park trailhead, and general logistics with remarkable care. The private outdoor onsen — set in a quiet garden — is the property's star attraction: guests have described it as 'magical' and worth staying for alone. Three in-house onsens total. Rooms look out over the onsen street and can accommodate families. Breakfast delivered to rooms is excellent. Rated 9.1 on Booking.com. Very popular; books out quickly in ski season.",breakfast,Daymaruya Ryokan,貸切露天の宿 大丸屋,Shiga Kogen,,both,,+81-269-33-2500,https://www.booking.com/hotel/jp/daimaru-ryokan.html,$$,yamanouchi,6,,"Owner-run budget gem with magical private outdoor onsen, husband-and-wife couple who speak excellent English and drive guests everywhere.",,https://www.booking.com/hotel/jp/daimaru-ryokan.html | https://www.tripadvisor.com/Hotel_Review-g1117904-d1238413-Reviews-Daimaruya-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html | https://asocialnomad.com/japan/shibu-onsen-ryokans/ | https://www.trip.com/hotels/yamanouchi-hotel-detail-705746/daymaruya-ryokan/,private_only,shibu_onsen,ryokan,,https://www.booking.com/hotel/jp/daimaru-ryokan.html,yes
"Yudanaka, Yamanouchi-machi, Shimotakai-gun, Nagano",Communal indoor onsen baths | Private outdoor onsen | Kaiseki dinner option | Buffet breakfast | Yukata provided | Free WiFi | Free parking | River views from public baths,,,,,https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/aburaya_tousen/,https://www.aburaya-tousen.co.jp/en/,,15:00,10:00,JP,,,,,,,,,,,18,,30,,,,,,35,,,,30,,limited,aburaya-tousen,36.7443,138.4195,"Aburaya Tousen sits on the river between Yudanaka Onsen and Shibu Onsen, slightly outside the main village but sharing the same onsen water culture. The building overlooks the river and the resort town. Facilities include a communal bath, private outdoor bath, and a premium buffet breakfast. Rating of 4.7/5 on Jalan. Buffet breakfast and kaiseki dinner options available. It is one of the gateway-area ryokan popular with visitors to Shiga Kogen — the resort area ski drives are shorter from here than from the deepest part of Shibu village. Phone: 0269-33-3333.",half_board,Aburaya Tousen,油屋燈千,Shiga Kogen,,both,,+81-269-33-3333,https://www.aburaya-tousen.co.jp/en/,$$$,yamanouchi,22,,"An elegant riverside ryokan between Yudanaka and Shibu Onsen — river views, refined kaiseki, and a 10-minute drive from Shiga Highlands Roman Museum.",,https://www.aburaya-tousen.co.jp/en/ | https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/aburaya_tousen/,unknown,shibu_onsen,ryokan,,https://www.aburaya-tousen.co.jp/en/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Indoor and outdoor communal onsen baths | Private reservable onsen | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided | Free station pickup | 2 restaurants on-site | Free WiFi,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,wafu-no-yado-masuya,36.748,138.4241,"Masuya is consistently praised by international travellers as one of Shibu's most complete ryokan experiences: rooms (smaller than average but meticulously designed), kaiseki dinners that have been called 'one of the best', and staff who provide free rides to Yudanaka Station, assist with vegetarian requests, and generally ensure guests don't feel adrift. Both indoor and outdoor onsen baths, with private reservable options. Select rooms have exceptional mountain panoramas. Two on-site restaurants.",half_board,Wafu-no-Yado Masuya,和風の宿 ますや,Shiga Kogen,,both,,+81-269-33-2234,,$$$,yamanouchi,18,,"Beautifully decorated traditional ryokan with mountain-view rooms, excellent kaiseki, and notable warmth from staff who go the extra distance.",,https://asocialnomad.com/japan/shibu-onsen-ryokans/ | https://whereandwander.com/the-complete-guide-to-shibu-onsen-and-the-nine-bathhouses/,private_only,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,shiroganeya-ryokan,36.7479,138.4238,"Shiroganeya is one of the registered inns of Shibu Onsen that has drawn positive international visitor reviews for its traditional tatami rooms, genuine onsen atmosphere, and attentive hospitality. The name means 'silver house', a nod to the mercury-mineral clarity of the hot spring water. Like most Shibu properties it operates on a half-board kaiseki model with yukata walking culture built into the stay. Guests receive the kuyu meguri key on check-in.",half_board,Shiroganeya Ryokan,信州渋温泉 渋温泉白銀屋旅館,Shiga Kogen,,public,,+81-269-33-3006,,$$,yamanouchi,10,,"Traditional Shibu inn on the official registry, praised for authentic Japanese atmosphere in the heart of the cobblestone district.",,https://www.tripadvisor.com/ShowUserReviews-g1117904-d2697041-r647234863-Shiroganeya_Ryokan-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu.html | https://shibuonsen.net/stay/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Near Jigokudani trailhead, Yamanouchi-machi, Shimotakai-gun, Nagano","Private outdoor rotenburo (41°C, guest use) | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner on advance arrangement | Breakfast included | Yukata provided | Free station pickup | Complementary trailhead transfer | English translated info sheets in rooms",,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,minshuku-miyama,36.751,138.42,"Minshuku Miyama sits closer to the Jigokudani Monkey Park trailhead than the main Shibu Onsen street, making it a logical base for guests primarily visiting the snow monkeys. Run by a Japanese couple (man in his 60s, wife in the kitchen), the inn has a quietly beautiful outdoor rotenburo heated to 41°C, available to guests at no extra charge. Pre-translated information sheets in English are placed in rooms. The host drives guests from Yudanaka Station and offers a complementary transfer to the Jigokudani trailhead on departure. Kaiseki dinner with advance arrangement. This is simple, honest, Japan-at-home hospitality.",half_board,Minshuku Miyama,民宿みやま,Shiga Kogen,,both,,+81-269-33-4399,,$,yamanouchi,6,,"Quaint minshuku near the Jigokudani trailhead — the owner couple provides translated info sheets, station pickup, and heartfelt service.",,https://whereandwander.com/the-complete-guide-to-shibu-onsen-and-the-nine-bathhouses/,unknown,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,takamoto-ryokan,36.7478,138.4235,"Takamoto (多喜本) is a registered ryokan in Shibu Onsen that appears in the official accommodation listing by Shibu Onsen Tourism Association. Following the village template, it offers tatami rooms, communal hot spring baths, the kuyu meguri key for the nine public baths, and half-board kaiseki. The name incorporates characters for happiness (多 = many, 喜 = joy), reflecting the traditional naming philosophy of Shibu's inns. A mid-tier option for guests who want the full onsen village experience without the premium of the flagship properties.",half_board,Onyado Takamoto,御宿 多喜本,Shiga Kogen,,public,,+81-269-33-2244,,$$,yamanouchi,8,,"Traditional ryokan in the official Shibu registry — quiet, family-scale, serving the full kuyu meguri and kaiseki experience at moderate pricing.",,https://shibuonsen.net/stay/ | https://tabelog.com/nagano/S1/S73656/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"7078 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",natural hot spring (indoor + outdoor) | ski-in/ski-out | base centre on site | rental shop | lift ticket counter | convenience store (Y-Shop) | restaurant (La Mule) | karaoke room | souvenir shop | ski gear storage | coin laundry | free shuttle from Yudanaka Station | free Wi-Fi | yukata,,,,,,https://hotel-meiko.jp/,https://travel.rakuten.com/usa/en-us/hotel_info_item/cnt_japan/sub_nagano_prefecture/cty_yamanouchi_town/10123456880995,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,,,,,0,0,,yes,hotel-meiko-yomase,36.7558,138.4032,"Hotel Meiko sits literally at the entrance to Mt. KOSHA Yomase Onsen ski resort: the resort's base centre 'Faro' is housed on the hotel's east side, with a rental shop, Yamazaki Y-Shop convenience store, coin lockers and lift-ticket counter. The 41-room hotel offers natural hot spring baths (Meisei-no-yu indoor daiyokujo and an outdoor bath with views over Zenkoji Plain), yukata, and full-board plans with a set-menu Japanese dinner and buffet breakfast. Restaurant La Mule also opens as a slope-side lunch spot in winter. Ski storage, coin laundry and free shuttles from Yudanaka Station are provided. The most operationally convenient base in Yomase.",half_board,Hotel Meiko (Yomase Rising Sun Hotel),よませライジングサンホテル ホテル明幸,Yomase Onsen Ski Resort (Mt. KOSHA),,both,,+81-269-33-1171,,$$,yamanouchi,41,,"Ski-in/ski-out hotel forming the base centre of Yomase Onsen ski resort — lift tickets, rentals and restaurants all on the ground floor.",,http://www.hotel-meiko.jp/en/index.php | https://travel.rakuten.com/usa/en-us/hotel_info_item/cnt_japan/sub_nagano_prefecture/cty_yamanouchi_town/10123456880995 | https://matcha-jp.com/en/16781,unknown,yomase,hotel,,https://hotel-meiko.jp/,yes
"6995 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405","natural hot spring (indoor + outdoor) | private rotenburo (reservable) | sauna | restaurant | gift shop (local sake, soba, produce) | free parking | free Wi-Fi (lobby) | shuttle from Yudanaka Station | yukata | hair dryer | humidifier | ski/snowboard facilities nearby | day-trip onsen available",,,,,https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/KitaShiga_Ryuo_Okushiga_Ryokan/hotel_selan/,http://www.hotel-selan.com,,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,,,,,2,2,,limited,hotel-selan-yomase,36.7541,138.4021,"Hotel Selan stands at the foot of Mt. Takayashiro with sweeping views across Zenkoji Plain, the Northern Alps, and the Kita-Shiga Highlands — views good enough to earn the hotel's surroundings a place on Nagano's Sunset-Spot 100 list. The 60-room property (15 Japanese-style, 45 Japanese-Western mix) operates a large 24-hour indoor bath and two open-air baths (including a reservable private rotenburo). Meal plans feature Shinshu rustic cuisine — shabu-shabu with Miyuki pork, Shinshu premium beef, and seasonal local produce. Also functions as a day-trip onsen facility. Shuttle from Yudanaka Station available; basic English spoken at front desk.",half_board,Hotel Selan,よませ温泉 ホテルセラン,Yomase Onsen Ski Resort (Mt. KOSHA),,both,,+81-269-33-1111,,$$,yamanouchi,60,,"Panoramic-view onsen hotel 2 minutes' walk from Yomase ski resort, known for spectacular sunsets over Zenkoji Plain.",,http://www.hotel-selan.com/en/ | https://www.tripadvisor.com/Hotel_Review-g1117904-d1169006-Reviews-Hotel_Selan-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html | https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/KitaShiga_Ryuo_Okushiga_Ryokan/hotel_selan/,unknown,yomase,hotel,,http://www.hotel-selan.com/en/,yes
"Yomase Onsen ski resort area, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",natural hot spring (communal bath) | ski drying room | coin laundry (paid) | ski resort direct access | vending machines | free parking (30 spaces) | Wi-Fi | shuttle from Yudanaka Station (pre-book) | large tatami group room (24 mats) | summer BBQ garden,,,,,,http://www.cairn-yomase.com,https://travel.rakuten.co.jp/HOTEL/31256/31256.html,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,,,,,0,0,,limited,resort-inn-cairn-yomase,36.7565,138.4045,"Resort Inn Cairn is a no-frills ski lodge positioned within the Yomase Onsen ski resort boundary, offering direct access to the slopes without a car. The 20 rooms are all Japanese-style tatami, non-smoking; futon self-service. Facilities are ski-practical: ski drying room, coin laundry, large communal bath (Yomase Onsen hot spring), vending machines and Wi-Fi throughout. The lodge caters to ski groups and is accessible by shuttle from Yudanaka Station (pre-booking required). Yukata not provided as standard but available on request from front desk.",breakfast,Resort Inn Cairn (Yomase Onsen),よませ温泉 リゾートイン・ケルン,Yomase Onsen Ski Resort (Mt. KOSHA),,public,,+81-269-33-8555,,$,yamanouchi,20,,"Compact 20-room ski lodge inside the Yomase ski area with communal hot-spring bath, ski drying room, and coin laundry.",,http://www.cairn-yomase.com | https://travel.rakuten.co.jp/HOTEL/31256/31256.html | https://epark.jp/shopinfo/rtt693486/,unknown,yomase,lodge,,http://www.cairn-yomase.com,no
"9186-2 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",communal bath (hot spring access) | outdoor rotenburo | ski drying room | free parking (7 cars) | Wi-Fi (all rooms) | ski gear storage | 3 min walk to X-JAM Takai Fuji lifts | 3 min walk to 7-Eleven | coin locker (¥200–300) | group/dorm rooms available,,,,,,,,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,0,,,3,,0,,no,chateautel-kitashiga-yomase,36.7592,138.4068,"Chateautel Kitashiga is a compact Western-style pension-lodge in an old English manor aesthetic, squarely aimed at the Japanese student/young group ski market. The 'ski-yado' format is standard: shared baths (15:00–23:00), set dinner (Shinshu miso nabe all-you-can-eat, 60 minutes), and Japanese-Western set breakfast. Rooms range from twin/family to larger ski-team dorms (2–8 persons). Located 3 minutes' walk to X-JAM Takai Fuji lifts and 3 minutes to the Seven-Eleven. Wi-Fi throughout; free parking (7 cars). No yukata provided; bathrobe rental available (¥300). Often booked through Japanese ski-tour operators.",half_board,Chateautel Kitashiga,シャトーテル北志賀,X-JAM Takai Fuji,,public,,+81-269-33-7133,,$,yamanouchi,,,"Budget-friendly ski lodge 3 minutes' walk from X-JAM Takai Fuji, popular with student and young-group ski trips; all-you-can-eat Shinshu miso-nabe dinner.",,https://roadplan.net/hotels/chateautel-kitashiga/ | https://www.orion-ski.jp/tourtype/hotels/show/262543?gelande_code=146&tour_type=2,unknown,yomase,lodge,,,no
"11494 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",ski-in/ski-out (Komaruyama) | bar/lounge | ski rentals | ski school | free parking | free Wi-Fi | vending machines | laundry service | group/large-party facilities,,,https://kitashiga-grand-west.yamanouchihotels24.com/en/,,,,,15:00,10:00,JP,,,,,,0,,,,,,15,,,30,,,5,,,8,,0,,yes,kitashiga-grand-hotel-yomase,36.7648,138.4101,"Kitashiga Grand Hotel is the largest property in the upper Yomase/Kita-Shiga area at 110 rooms, positioned zero-minutes' walk from the Kitashiga Komaruyama ski area lifts. Its size and layout make it the default choice for large Japanese ski-club groups, schools, and corporate parties looking for an all-in package. Rooms are functional and dated but spacious; TripAdvisor reviewers note good value for ski-focused guests. Amenities include a bar/lounge, free parking, ski rentals and ski school on site. English, Japanese and Korean are spoken. Reviews are mixed on service and room quality, but value for ski access is consistently praised.",half_board,Kitashiga Grand Hotel,北志賀グランドホテル,Kita-Shiga Komaruyama Ski Area,,none,,+81-269-33-6621,,$,yamanouchi,110,,Large 110-room ski-in/ski-out budget hotel at the foot of Kitashiga Komaruyama ski area; catering to groups and ski clubs.,,https://www.tripadvisor.com/Hotel_Review-g1117904-d1440192-Reviews-Kitashiga_Grand_Hotel-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Ch.html | https://www.trip.com/hotels/yamanouchi-hotel-detail-12590571/kitashiga-grand-hotel-and-west/,unknown,yomase,hotel,,,unknown
"11700-103 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",two on-site restaurants (Yamanomi soba + Holiday Inn Dining) | ski access (Ryuoo Ski Park nearby) | free parking | Wi-Fi | family rooms,,,https://www.booking.com/hotel/jp/kitashiga-holiday-inn.ja.html,,,https://hdayi.com,,15:00,10:00,JP,,,,,,10,,,,,,5,,,30,,,12,,,15,,5,,limited,kitashiga-holiday-inn-yomase,36.7682,138.4128,"Kitashiga Holiday Inn is situated in the upper Kita-Shiga part of the Yomase area, close to Ryuoo Ski Park. The hotel houses two restaurants: 'Yamanomi' (石臼挽き蕎麦香房 山の実 / Tabelog Award winner, soba) and 'Holiday Inn Dining' — the soba restaurant is open to non-guests in summer/autumn and operates as a winter slope-side dining room. Rooms include twin and family types. Reviewers report rooms as basic but clean; the ski access and meal quality are cited as highlights. The hotel is a quieter, more remote option than properties near the lower Yomase base.",half_board,Kitashiga Holiday Inn,北志賀ホリデーイン,Ryuoo Ski Park / Kita-Shiga,,none,,+81-269-33-7171,,$$,yamanouchi,,,Mid-size ski hotel at Kitashiga (Ryuoo Ski Park area) with two on-site restaurants including the acclaimed 'Yamanomi' soba dining room.,,https://www.booking.com/hotel/jp/kitashiga-holiday-inn.ja.html | https://www.trip.com/hotels/yamanouchi-hotel-detail-10109109/kitashiga-holiday-inn/ | https://www.tripadvisor.jp/Hotel_Review-g1117904-d1170117-Reviews-Kitashiga_Holiday_Inn,unknown,yomase,hotel,,https://hdayi.com,unknown
"Kita-Shiga Kogen Yomase Onsen, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405","natural hot spring (human + dog rotenburo) | dog run | dog agility course | pet-friendly restaurant and lounge | 24-hour onsen access | owner-chef dinner (Shinshu beef, seasonal local produce) | cork flooring (dog-friendly) | ski access nearby",,,,,,https://paddington-house.com,,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,,,,,5,5,,limited,paddington-house-yomase,36.7548,138.4038,"Paddington House is a distinctive property in the Yomase area: an Old England-styled petit hotel that allows guests to stay with dogs and cats, complete with a dedicated canine open-air hot spring (100% natural Yomase Onsen, 24-hour access), a dog run, agility course, and a lounge and restaurant that are pet-welcoming. Human guests enjoy the same natural alkaline single-spring onsen. The owner-chef prepares creative dinners using local seasonal produce and Shinshu beef. Given its niche focus, it attracts a different demographic than most ski lodges in the area — though ski access to Yomase and X-JAM is still within a short drive.",half_board,Petit Hotel Paddington House,ペットと泊まれる温泉 プチホテル パディントンハウス,Yomase Onsen Ski Resort (Mt. KOSHA),,both,,+81-269-33-5522,,$$$,yamanouchi,,,"Old-England-styled pet-friendly onsen hotel in Yomase — notable for a dedicated dog rotenburo, dog run, and owner-chef's seasonal menu.",,https://paddington-house.com | https://www.tocoo.jp/spot/155,unknown,yomase,hotel,,https://paddington-house.com,unknown
"12377-26 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405","ski-in access (2-min walk to lifts) | wax and drying room | floor heating in all rooms | washlet toilets | shared bath (gender separated, 15:00–22:00 + 6:00–8:00) | piano (Schvester) | self-service kitchen (kettle, fridge, microwave) | washing machine (¥300) | outdoor deck + tree tent + slack lines | creative dinner with local sake/beer pairings",,,,,,https://okushigatesoro.com,,16:00,10:00,JP,,,,,,,2,,,,,20,,,20,,,,,,,25,2,,limited,tesoro-okushiga-yomase,36.784,138.4289,"Tesoro is a small, thoughtfully run guesthouse at the highest point of the Yomase postal area (Okushiga Kogen, 1,500 m), operated by a family who prioritise ingredients from North Shinano farmers and a genuine guesthouse atmosphere. Dinner menus combine Japanese, Western, and Chinese techniques with local vegetables, Shiga Kogen Beer, regional sake, and an impressive whisky/wine list. The nine rooms (six western, one Japanese, two with private bathroom) all have floor heating and washlet toilets. The wax/drying room is equipped with a wax table. Lift access is a 2-minute walk via a dedicated walkway. The address is technically in the Yomase postcode but the accommodation is closer to Okushiga Kogen ski area and is relevant for guests wanting upper-mountain access.",half_board,Guest House Tesoro Okushiga,自然と繋がる小さな宿 テゾーロ奥志賀,Okushiga Kogen Ski Area / Shiga Kogen,,none,,+81-269-34-2751,,$$$,yamanouchi,9,,"Intimate 9-room guesthouse at 1,500 m altitude with creative farm-to-table dinners, floor heating, and a dedicated wax room; 2-minute walk to ski lifts.",,https://okushigatesoro.com/english/,unknown,yomase,hostel,,https://okushigatesoro.com,no
"7055 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",natural hot spring (indoor + private rotenburo 'Sakura-no-yu') | panoramic lounge (night-view over Zenkoji Plain) | ski/snowboard rentals | free parking | Wi-Fi,,,,,,,,15:00,10:00,JP,,,,,,18,,,,,,20,,,35,,,,,,,3,3,,no,hotel-cascade-kitashiga-yomase,36.7545,138.4028,"Hotel Cascade is a mid-size property in the central Yomase area with a well-regarded lounge offering views over the Zenkoji Plain at night — a highlight cited in local reviews. It operates a natural hot-spring onsen (sources confirm 100% natural water at ~100°C), a large communal bath ('Shiga-no-yu'), private rental bath ('Sakura-no-yu'), and shared external baths (Oyu, Kakke-no-yu, Heiwa-no-yu) nearby. Ski and board rentals are available. The property is at a similar price point to Hotel Selan and appeals to guests seeking slightly quieter surroundings while keeping easy access to Yomase Onsen ski area.",half_board,Hotel Cascade Kitashiga,北志賀高原 ホテルカスケード,Yomase Onsen Ski Resort (Mt. KOSHA),,both,,,,$$,yamanouchi,,,Smaller Yomase hotel with panoramic lounge views of the night scene over Zenkoji Plain; hot spring onsen on site.,,https://www.tocoo.jp/spot/155,unknown,yomase,hotel,,,unknown
