address,apres_ski,country,cuisine,english_menu,groceries,hours.closed,hours.dinner,hours.friday,hours.lunch,hours.monday,hours.morning,hours.note,hours.saturday,hours.sunday,hours.thursday,hours.tuesday,hours.wednesday,id,kid_friendly,last_order_time,lat,lng,long_description,name,name_local,notes,payment,phone,photos,price_band,region,reservation,reservation_link,short_description,signature_dishes,source_urls,takeaway,town,type,vegetarian_friendly,website
"2271 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",,JP,ramen | Japanese | Chinese-style,picture_menu,,,,"11:00–14:00, 17:00–00:00",,"11:00–14:00, 17:00–00:00",,,"11:00–14:00, 17:00–00:00","11:00–14:00, 17:00–00:00","11:00–14:00, 17:00–00:00",closed,"11:00–14:00, 17:00–00:00",ramen-tokumi,yes,23:30,36.7482,138.424,"Tokumi might look closed from the outside, but venture in and you'll find a small counter-seating ramen shop that feels very local and very authentic. The menu is limited — ramen, gyoza, oyako-don, a few sides — but it's cheap, filling, and warming after a cold day's bathing. An English menu exists, which is a pleasant surprise. The late closing time (midnight on weekdays and weekends) makes this the de facto last-resort dinner option in a village that largely closes by 21:00. Closes Tuesday. Noted to serve alcohol.",Ramen Tokumi,ラーメン 徳味,,cash_only,+81-269-33-5464,https://www.tripadvisor.com/Restaurant_Review-g1117904-d4901757-Reviews-Rarmen_Tokumi-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,$,yamanouchi,not_needed,,"Shibu Onsen's no-frills ramen shop — cheap, warming, counter seating, and one of the only places open for both lunch and late dinner.",Ramen (local Shinshu-style broth) | Gyoza | Oyako-don (chicken and egg rice bowl),https://tabelog.com/en/nagano/A2001/A200104/20010415/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d4901757-Reviews-Rarmen_Tokumi-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,,shibu_onsen,ramen,no,https://www.tripadvisor.com/Restaurant_Review-g1117904-d4901757-Reviews-Rarmen_Tokumi-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html
"2267-3 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",,JP,French | Japanese fusion | wine bar,yes,,,,,,,,Hours not consistently published. Reservations via TableCheck recommended. Confirm before visiting.,,,,,,gonki-shokudo,no,unknown,36.7481,138.4242,"Gonki occupies a remarkable niche in Shibu Onsen: a French-inspired small restaurant and wine bar that uses local Yamanouchi produce — mountain vegetables, river fish, wild game — to create dishes that feel more Burgundy than Nagano while remaining entirely rooted in their valley. The TableCheck listing describes it as 'French-inspired cuisine uniquely evolved in Shibu Onsen.' Accepts credit cards (JCB, AMEX) and QR payments — one of the rare cashless-friendly establishments in the village. The Tripadvisor listing flags it as $$$$, reflecting dinner tasting-menu pricing. Hours not officially published; contact or check locally before visiting.",Shibu Onsen Shokudo gonki,渋温泉食堂 gonki,,cards_accepted,+81-269-38-0246,https://www.tripadvisor.com/Restaurant_Review-g1117904-d20139462-Reviews-Shibu_Onsen_Shokudo_gonki-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Kos.html,$$$,yamanouchi,recommended,https://www.tablecheck.com/en/gonki,"An unexpected Franco-Japanese food bar using local mountain vegetables, river fish, and game — a creative outlier in a traditionally conservative food village.",Seasonal mountain vegetable dishes | River fish preparations | Local game | Curated local sake and wine selection,https://tabelog.com/en/nagano/A2001/A200104/20023691/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d20139462-Reviews-Shibu_Onsen_Shokudo_gonki-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Kos.html | https://www.tablecheck.com/en/gonki,,shibu_onsen,restaurant,limited,https://www.tablecheck.com/en/gonki
"2229 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,izakaya | yakitori | Japanese,yes,,,,,,,,Opens at 18:30. Closing time unconfirmed; typically 22:00–23:00. Verify locally.,,,,,,motoya-izakaya,no,22:00 (approx.),36.7478,138.423,"Motoya is the grilled-chicken izakaya of Shibu Onsen, situated 100 metres from the main bus stop. It opens late (18:30) and has attracted a local following. Unlike Chokkun, Motoya runs a conventional menu and accepts reservations (walk-in friendly but reservation possible). An English multilingual menu is available — notable for an izakaya in a rural Japanese village. The ¥300 appetiser (otoshi) is charged automatically. Children not admitted. Cash only; no cards or electronic money accepted. The yakitori and local sake pairing is the reason to go.",Motoya,やきとり居酒屋 もとや,,cash_only,,https://tabelog.com/en/nagano/A2001/A200104/20003122/,$$,yamanouchi,not_needed,,"Yakitori-focused izakaya steps from the Shibu Wagobashi bus stop, opening at 18:30 — a good evening option when Chokkun is full.",Yakitori (grilled chicken skewers) | Local sake,https://tabelog.com/en/nagano/A2001/A200104/20003122/,,shibu_onsen,izakaya,no,https://tabelog.com/en/nagano/A2001/A200104/20003122/
"2226 Hirao, Matsuda-ya 1F, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",,JP,cafe | coffee | breakfast,yes,,,,06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),,06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),,,06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),closed,06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),06:00–14:00 (Dec–May) / 07:00–15:00 (Jun–Nov),yamanouchi-coffee,yes,13:30 (Dec–May) / 14:30 (Jun–Nov),36.748,138.4238,"Yamanouchi Coffee has developed a cult following as the best-quality coffee in the Shibu Onsen/Yudanaka area. Run by a barista owner, it sources specialty-grade beans from BMC Coffee (a local Nagano roaster) and serves them via AeroPress, hand-drip, and espresso. The signature AeroPress (¥650) is the order. In winter (December–May) the shop opens at 6 AM — crucial for skiers heading to Shiga Kogen early. A hearty all-day breakfast plate using local ingredients is the most popular food item. Mobile pre-order available for 6:15 AM pickup. Free WiFi and power outlets. Located at Matsuda-ya building ground floor, 2226 Hirao. Closed Thursdays.",Yamanouchi Coffee,YAMANOUCHI COFFEE / 山ノ内コーヒー,,both,,https://yamanouchi.coffee,$,yamanouchi,not_needed,,"The early-riser's anchor — opens at 6 AM in ski season, serves AeroPress and specialty pour-over, with a popular all-day breakfast plate.","AeroPress coffee (BMC Coffee beans, ¥650) | All-day breakfast plate (local ingredients, most popular item) | Single-origin hand-drip coffee | Specialty espresso drinks",https://yamanouchi.coffee | https://www.snownavi.com/en/topics/eat_26041401en | https://www.tripadvisor.com/Restaurants-g1117904-c8-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,,shibu_onsen,cafe,yes,https://yamanouchi.coffee
"2150 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,cafe | breakfast | Japanese | Western,yes,,,18:00–21:30 (LO 21:00),,closed until further notice,,07:30–10:00 (LO 09:30),Reservation required at check-in for dinner. Lunch suspended since July 2024.,,,,,,koishiya-cafe-restaurant,yes,09:30 (morning) / 21:00 (dinner),36.7477,138.4233,"Open to non-staying guests, Koishiya's café is the most refined coffee destination in the village, using a Synesso Hydra-3 espresso machine and specialty-grade beans for hand-crafted lattes and pour-overs. Morning service (7:30–10:00) offers Japanese-style breakfast and baguette sandwiches alongside espresso drinks. Evening dinner service (18:00–21:30) provides a sit-down option for guests who don't have ryokan meals. Lunch and midday café service suspended since July 2024 with no confirmed return date. Last dinner order at 21:00. Both services require advance reservation. This is the primary dinner option for guests staying at Koishiya Ryokan (which doesn't include meals) or other B&B-style accommodation.",Koishiya Café & Restaurant,渋温泉 小石屋旅館 カフェ,,both,+81-269-33-2155,https://koishiya.com/en/cafe/,$$,yamanouchi,recommended,https://koishiya.com/en/cafe/,"The in-house café of Koishiya Ryokan, open to outside guests for morning specialty coffee and a dinner service — the only dedicated barista café in the village.",Specialty latte art cappuccino | Hand-drip single-origin pour-over | Japanese-style breakfast set | Baguette sandwich,https://koishiya.com/en/cafe/ | https://koishiya.com/en/faq/,,shibu_onsen,cafe,yes,https://koishiya.com/en/cafe/
"2184 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,cafe | gelato | sweets,picture_menu,,,,,,,,"Daytime hours, seasonal. Typically 10:00–17:00. Confirm locally.",,,,,,wakabaya-gelato,yes,16:30 (approx.),36.7479,138.4235,"Wakabaya Shoten (not to be confused with Wakaba Ryokan) is a cheerful gelato café on Shibu Onsen's main cobbled street — a classic kiosk-style shop where yukata-clad guests pause between bathhouses for a scoop or a warm drink. In winter, hot drinks are the obvious choice; in shoulder seasons, the gelato selection emphasises local milk and Shinshu flavours. The phone number is 0269-33-3305 and the address is 2184 Heion. One of the institutions of the kuyu meguri walk. Cash preferred; hours are daytime only and seasonal — confirm before visiting.",Wakabaya Shoten,ジェラートカフェ 若葉屋商店,,cash_only,0269-33-3305,https://shibuonsen.net/shop/wakabaya/,$,yamanouchi,not_needed,,The gelato café on the cobblestone walk — a beloved mid-bath-hop stop serving handmade ice cream and light fare on the main street.,Shinshu milk gelato | Seasonal local-flavour gelato | Hot drinks,https://shibuonsen.net/shop/wakabaya/ | https://shibuonsen.net/shop/category/eat/,,shibu_onsen,cafe,yes,https://shibuonsen.net/shop/wakabaya/
"2267-2 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",,JP,seafood | Japanese | washoku,no,,,,"11:00–14:00, 17:30–21:30",,"11:00–14:00, 17:30–21:30",,,"11:00–14:00, 17:30–21:30","11:00–14:00, 17:30–21:30",17:30–21:30 (dinner only),"11:00–14:00, 17:30–21:30",closed,kaneshin-seafood,yes,21:00,36.7481,138.4243,"Kaneshin is a rare beast in mountain-locked Shibu Onsen: a restaurant specialising in seafood washoku (Japanese cuisine). Fresh fish is transported daily from the coast, prepared in traditional Japanese style — sashimi, grilled fish, small-plate kaiseki elements. Open for lunch and dinner (with a dinner-only Thursday). Closed Wednesdays. Accepts reservations by phone. A useful option for guests who want proper washoku without the full ryokan commitment, and a lifeline for those staying at B&B-style accommodation. Phone 0269-33-3565.",Kaneshin (Seafood Washoku),海鮮和食 金新,,cash_only,0269-33-3565,https://www.tripadvisor.com/Restaurant_Review-g1117904-d13439223-Reviews-Kaneshin-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,$$,yamanouchi,recommended,,"The village's only dedicated seafood and washoku restaurant — landlocked Shibu's answer to izakaya, rated 4.4 on Tripadvisor.",Seasonal sashimi set | Grilled fish (daily catch) | Kaiseki small plates,https://tabelog.com/en/nagano/A2001/A200104/20020583/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d13439223-Reviews-Kaneshin-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,,shibu_onsen,restaurant,limited,https://tabelog.com/en/nagano/A2001/A200104/20020583/
"2300 Andai, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,ramen | Chinese,no,,,,,,,,Hours unconfirmed. Typically lunch and early dinner. Confirm locally before visiting.,,,,,,rairaiken-chinese,yes,unknown,36.7475,138.4225,"Rairaiken (来々軒, meaning 'come come inn' in Chinese-Japanese fusion naming) is an unpretentious Chinese-Japanese restaurant near the main approach to Shibu Onsen. Ramen is the anchor — simple, warming, and inexpensive. The address is 2300 Andai (slightly outside the main street concentration), making it a good option before or after arriving by bus. Local reviews note the 'tasty ramen at standard prices of ¥700–¥800 per bowl'. Phone: +81-269-33-2269. A reliable fallback when the soba shops are sold out.",Rairaiken,来々軒,,cash_only,+81-269-33-2269,,$,yamanouchi,not_needed,,Small Chinese restaurant serving ramen at the entry to Shibu Onsen — one of the longest-operating food spots in the village.,Ramen (¥700–800) | Chinese-Japanese set meals,https://www.tripadvisor.com/Restaurant_Review-g1117904-d7494684-Reviews-Rairaiken-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,,shibu_onsen,ramen,no,
"Main cobblestone street, Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,wagashi | Japanese sweets | street food,no,,,,,,,,"Typically 09:00–17:00, some close by 16:00. Seasonal. Cash only.",,,,,,manju-senbei-street-shops,yes,16:30 (approx.),36.7479,138.4237,"Shibu Onsen's main street supports several small family-run shops selling traditional Japanese snacks that are integral to the kuyu meguri walk. These include: steamed manju (red-bean filled buns, often warm), senbei (grilled rice crackers, sometimes with miso or soy glaze), oyaki (Nagano's stuffed grilled dumplings — the best here use local wild vegetables like nozawana), and onsen tamago (eggs slow-cooked in spring water). Matsumoto Seika (松本製菓) is the best-known of these, listed on Tabelog as a wagashi (Japanese confectionery) shop. These are cash-only, seasonally variable, and typically open during daylight hours. They close early. This entry covers the category rather than a single shop because the street has 2–3 interchangeable small operators, and their stock and hours shift frequently.",Onsen Street Wagashi Shops (collective entry),温泉街 和菓子・煎餅店,,cash_only,,,$,yamanouchi,not_accepted,,The handful of traditional sweet and snack shops along the cobblestone main street — essential pauses between public bathhouses.,"Manju (steamed red-bean buns) | Oyaki (Nagano-style stuffed grilled dumplings, nozawana filling) | Senbei (rice crackers with miso or soy glaze) | Onsen tamago (spring-water slow-cooked eggs)",https://www.snowmonkeyresorts.com/activities/shibu-onsen-simple-fun-things-to-do-in-a-traditional-hot-spring-town/ | https://tabelog.com/nagano/S1/S73656/,,shibu_onsen,cafe,yes,https://shibuonsen.net/shop/category/eat/
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,bar | sake | Japanese small plates,no,,,,,,,,"Evening only, typically 18:00–22:00. Verify locally.",,,,,,kadoya-standing-bar,no,21:30 (approx.),36.7478,138.4234,"Kadoya Standing Bar (not to be confused with the Shibu Onsen Kadoya ryokan/hotel nearby) is listed on the Shibu Onsen official site as one of the village's eating and drinking establishments. The standing-bar format is common in Japan — you drink and eat at a counter or high table without seats. It serves local Nagano sake, beer, and small plates. The casual, neighbourhood format makes it the most approachable place for a drink without committing to an izakaya dinner. Hours are evening-only; cash preferred. One of the few places where you can drop in for a quick sake between bathhouses without ordering a full meal.",Kadoya Standing Bar,KADOYA STANDING BAR,,cash_only,,,$,yamanouchi,not_needed,,"A standing bar in the heart of the village — the most casual drinks spot for sake, craft beer, and small bites after a round of the nine baths.",Local Nagano sake (several labels) | Craft beer | Japanese small plates / otsumami,https://shibuonsen.net/shop/category/eat/,,shibu_onsen,bar,limited,https://shibuonsen.net/shop/category/eat/
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,bar | karaoke,no,,,,,,,,"Late evening only, typically 20:00–01:00. Irregular. Verify locally.",,,,,,snack-senryo,no,00:30 (approx.),36.7477,138.4233,"Japanese 'snack bars' (スナック) are a uniquely Japanese institution: small counter bars run by a female proprietor (mama-san) who pours drinks, chats with guests, and occasionally sings karaoke. Senryo is one of two such snacks operating in Shibu Onsen (the other being Uncle Tom's). They are not a place to eat dinner; they are a place to drink, talk, and be entertained. Foreigners who stumble in are generally welcomed warmly. Best visited late evening after dinner. Language barrier is real but karaoke crosses borders. Cash only. Hours are late evening.",Snack Senryo,スナック せんりょう,,cash_only,,,$,yamanouchi,not_needed,,"A classic Japanese 'snack bar' (mama-san bar) — intimate counter seating, karaoke, sake and whisky, the kind of place that only exists in Japanese onsen villages.",Whisky highball | Local sake | Karaoke,https://shibuonsen.net/shop/category/eat/,,shibu_onsen,bar,yes,https://shibuonsen.net/shop/category/eat/
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,izakaya | Japanese,no,,,,,,,,"Evening only, typically 18:00–22:00. Verify locally as hours are irregular.",,,,,,shibu-izakaya,no,21:30 (approx.),36.748,138.4237,"Izakaya Shibu is listed on the Shibu Onsen official dining registry and provides an alternative evening option when Chokkun is full (which it frequently is). The format is conventional izakaya — a menu of grilled items, tofu, salads, seasonal vegetables, and standard izakaya fare, paired with local sake and beer. The name echoes the village itself, suggesting ownership with a strong sense of local pride. Evening opening hours only; cash preferred. Good for groups that want a more structured ordering experience than Chokkun's omakase style.",Izakaya Shibu,居酒屋 しぶ,,cash_only,,,$,yamanouchi,not_needed,,"The other izakaya in the village — straightforward evening dining with local sake, beer, and izakaya staples for those who can't get into Chokkun.",Izakaya small plates | Seasonal vegetable dishes | Local sake,https://shibuonsen.net/shop/category/eat/,,shibu_onsen,izakaya,limited,https://shibuonsen.net/shop/category/eat/
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,Japanese | kaiseki-style,no,,,,,,,,"Lunch 12:00–14:00, Dinner 18:00–20:00. Reservation recommended. Verify locally.",,,,,,fujiya-ryokan-dining,yes,19:30 (dinner approx.),36.7481,138.4238,"Several of Shibu Onsen's smaller ryokan open their dining rooms to outside guests, and Fujiya is listed among the official dining establishments on the Shibu Onsen tourism site (味乃宿 ふじや旅館 appears on the eat category). Fujiya's name translates as 'inn of flavour', suggesting a kitchen-first philosophy. For guests staying at accommodation without meal plans, restaurants like Fujiya that serve non-guest diners fill the gap left by the thin standalone restaurant scene. Cuisine is traditional Japanese home-style; hours roughly follow meal service times (lunch and dinner). Reserve by phone. Cash preferred.",Fujiya Ryokan Restaurant (Ajinoyado Fujiya),味乃宿 ふじや旅館,,cash_only,+81-269-33-2233,,$$,yamanouchi,recommended,,"The dining room of Ajinoyado Fujiya ryokan, listed as a public restaurant — useful for non-guests wanting home-style Japanese cooking at moderate prices.",Home-style Japanese set meals | Seasonal local ingredients | Miso soup with mountain vegetables,https://shibuonsen.net/shop/category/eat/,,shibu_onsen,restaurant,limited,https://shibuonsen.net/shop/category/eat/
"2493-6 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,Japanese | ramen | teishoku,no,,,,"11:30-13:30, 17:00-20:00",,closed,,,"11:30-13:30, 17:00-20:00","11:30-13:30, 17:00-20:00","11:30-13:30, 17:00-20:00","11:30-13:30, 17:00-20:00","11:30-13:30, 17:00-20:00",takagiya-shokudo-yomase,yes,19:30 (estimated),36.7558,138.4025,"Takagiya Shokudo sits just 21 metres from the Nagano Electric Railway Yomase Station, making it the easiest dining option for guests arriving by train or killing time before departure. The menu is classic Japanese station-diner fare: ramen, set meals (teishoku), comfort food at very low prices (under ¥1,000). The small room has limited seating. Cash only; no card payments. Closed Mondays. Reviews on Retty and Tabelog describe it as unpretentious and essential for the area.",Takagiya Shokudo,多加技屋食堂,,cash_only,+81-269-33-3401,,$,yamanouchi,not_needed,,"Tiny station-front diner immediately beside Yomase Station — the closest thing to a local canteen in the village; ramen, set meals, under ¥1,000.",ramen | daily teishoku set,https://tabelog.com/nagano/A2001/A200104/20007119/,,yomase,restaurant,limited,
"8156-5 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,soba | Japanese regional | teishoku,no,,,,"10:30-14:00, 17:00-20:00",,"10:30-14:00, 17:00-20:00",,,"10:30-14:00, 17:00-20:00","10:30-14:00, 17:00-20:00","10:30-14:00, 17:00-20:00",closed,"10:30-14:00, 17:00-20:00",eichyu-shokudo-yomase,yes,13:30 (lunch) / dinner by prior reservation only,36.7578,138.4052,"Eichyu Shokudo is a small, family-run diner in the Yomase village centre serving soba and local Shinshu dishes. Lunch runs from 10:30 to 14:00; dinner (17:00–20:00) is reservation-only and must be booked the day before — an important detail for travellers planning an evening meal. The restaurant has a following among regular ski-visitors who appreciate its honest, no-fuss local cooking. Closed Tuesdays. Located near Kitashiga Kaden Soba Part in the same part of Yomase, making this stretch of road the closest thing to a 'restaurant row' in the village.",Eichyu Shokudo,栄忠食堂,,cash_only,+81-269-33-6230,,$,yamanouchi,required,https://tabelog.com/nagano/A2001/A200104/20011710/,Local soba and regional-cuisine diner in Yomase — dinner by advance reservation only; a dependable choice for home-style Shinshu food.,soba | local Shinshu set meals,https://tabelog.com/nagano/A2001/A200104/20011710/,,yomase,restaurant,limited,
"8156 Yomase (Nakasugawa), Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,soba,no,,,,11:00-sold out (reservation required),,11:00-sold out (reservation required),,,11:00-sold out (reservation required),11:00-sold out (reservation required),11:00-sold out (reservation required),11:00-sold out (reservation required),11:00-sold out (reservation required),kitashiga-kaden-soba-yomase,no,when sold out,36.758,138.4055,"One of the most unusual restaurants in the Yomase area, Kitashiga Kaden ('Kita-Shiga Electronics') is an electrician's workshop that doubles as a tiny soba restaurant when the owner — a dedicated amateur soba craftsman — decides to open. The owner uses in-situ preserved native-variety (Kiri-fuji, Oeyamaborotchi) buckwheat, manages every step from de-hulling to milling to noodle-making himself, and serves in two tatami rooms (max ~16 diners, no shared tables). The name and shop premises are unchanged from the electronics business. Reservation is mandatory; call first. Limited hours (11:00 until sold out). A remarkable experience for those who know to seek it out.",Kitashiga Kaden Soba Part,北志賀家電 そば部,,cash_only,+81-269-33-6234,,$,yamanouchi,required,https://tabelog.com/nagano/A2001/A200104/20001491/,"Eccentric hobbyist soba restaurant in a family home — reservation essential; owner mills, husks and hand-makes buckwheat noodles from native Kiri-fuji variety soba.",hand-milled in-situ soba | native-variety buckwheat noodles,https://tabelog.com/nagano/A2001/A200104/20001491/ | https://db.go-nagano.net/topics_detail6/id=11427,,yomase,restaurant,yes,http://s-adplan.net/kaden/
"7078 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,Japanese | Italian fusion | ramen,picture_menu,,,,8:00-16:00 (food 10:00-15:30) — winter only for lunch,,8:00-16:00 (food 10:00-15:30) — winter only for lunch,,,8:00-16:00 (food 10:00-15:30) — winter only for lunch,8:00-16:00 (food 10:00-15:30) — winter only for lunch,8:00-16:00 (food 10:00-15:30) — winter only for lunch,8:00-16:00 (food 10:00-15:30) — winter only for lunch,8:00-16:00 (food 10:00-15:30) — winter only for lunch,restaurant-la-mule-hotel-meiko,yes,15:30,36.7558,138.4032,"La Mule is the main dining room of Hotel Meiko and in winter it doubles as the primary sit-down slope-side restaurant for Yomase Onsen ski resort. The menu ranges across Japanese, Italian, and seasonal fusion dishes — breakfast is buffet-style; lunch (winter only, open to non-guests skiing at the resort) features recommended dishes such as two styles of ramen and miso katsudon. The restaurant is operated directly by Hotel Meiko and opens intermittently in summer. Useful for day-skiers who want a warm meal mid-mountain without venturing off the resort base.",Restaurant La Mule (Hotel Meiko),レストラン ラ・ミュール,,cards_accepted,+81-269-33-1171,,$$,yamanouchi,not_needed,,"Slope-side restaurant at the Yomase Onsen ski resort base (Hotel Meiko 1F), serving ramen, miso katsudon and seasonal Japanese-Italian fusion for lunch in winter.",ramen | miso katsudon | seasonal set meals,http://www.hotel-meiko.jp/en/index.php | https://x-jam.jp/facility/,,yomase,restaurant,limited,https://hotel-meiko.jp/
"7078 Yomase (Faro Base Centre), Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,Japanese | comfort food,picture_menu,,,,8:00-16:00 (food 10:00-15:00),,8:00-16:00 (food 10:00-15:00),,,8:00-16:00 (food 10:00-15:00),8:00-16:00 (food 10:00-15:00),8:00-16:00 (food 10:00-15:00),8:00-16:00 (food 10:00-15:00),8:00-16:00 (food 10:00-15:00),restaurant-apple-yomase-base,yes,15:00,36.7558,138.4033,"Restaurant Apple is the second dining outlet operated by Hotel Meiko at the Yomase ski resort base centre (Faro). Opening from 8:00 — earlier than most slope restaurants — it is a practical pit stop for those catching the first lifts. Food is served from 10:00 to 15:00. The menu covers Japanese comfort food (rice dishes, noodles) and lighter options. Located inside the Faro base centre building alongside the rental shop and lift ticket counter.",Restaurant Apple (Yomase Onsen base),レストラン あっぷる,,cards_accepted,+81-269-33-1171,,$,yamanouchi,not_needed,,On-mountain restaurant run by Hotel Meiko at the Yomase Onsen ski resort base; serves from 8 am for early starters.,rice dishes | noodles | hot drinks,https://x-jam.jp/facility/,,yomase,restaurant,limited,https://x-jam.jp/facility/
"11700-315 Yomase (inside Kitashiga Holiday Inn), Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,soba,no,,,,11:30-14:30,,11:30-14:30,,,11:30-14:30,11:30-14:30,closed,closed,closed,yamanomi-soba-kitashiga-holiday-inn,limited,13:00 (last seating start),36.7682,138.4128,"Yamanomi (山の実) is an unusual find in a ski lodge setting: a genuinely award-winning soba restaurant (Tabelog Award 2025 Bronze, 食べログ そば EAST 百名店 2025, #1 Nagano soba ranking) housed inside Kitashiga Holiday Inn. The owner-chef Sudo Tetsu oversees every step from grain preservation to milling to noodle-making, using the pure waters of the Kita-Shiga highland. Open Thursday–Sunday + Monday from 11:30 with two seatings (11:30 and 13:00, reservation strongly recommended). Closed Tuesday–Thursday and from late November to late April due to snow road closures — in winter it reopens in a different format as the 'Winter Slope-Side Restaurant Yamanomi' with soba and pizza. Worth planning a day around if visiting in autumn.",Yamanomi Soba (Kitashiga Holiday Inn),石臼挽き蕎麦香房 山の実,,cash_only,+81-269-33-7577,,$$,yamanouchi,recommended,https://tabelog.com/nagano/A2001/A200104/20000397/,"Tabelog Award-winning soba restaurant inside Kitashiga Holiday Inn — stone-milled buckwheat, seasonal country vegetables, open spring to early winter; also operates as a winter slope-side dining room.",stone-milled soba | seasonal vegetable sides,https://tabelog.com/nagano/A2001/A200104/20000397/,,yomase,restaurant,yes,
"3016-1 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,convenience food | snacks | hot drinks,picture_menu,,,,00:00-24:00,,00:00-24:00,,,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,seven-eleven-kitashiga-yomase,yes,,36.7606,138.4066,"This Seven-Eleven is a critical practical resource for anyone staying in Yomase. Open 24 hours with no closing days, it stocks onigiri, hot snacks, instant noodles, beverages, alcohol, confectionery, basic ski supplies (hand warmers, etc.) and Seven Bank ATM. Located on the main road (Nagano Route 40 / Kitashiga road) approximately 3 minutes' walk from Chateautel Kitashiga and within driving distance of all Yomase properties. For ski-trip groups on a budget, this is often the go-to breakfast and après-ski stop. The Yamazaki Y-Shop inside Hotel Meiko's Faro base centre (hotel guests and day-visitors) is also worth noting but has more limited hours (8:00–17:00).",7-Eleven Kitashiga Yomase,セブンイレブン 北志賀夜間瀬店,,both,+81-269-33-8000,,$,yamanouchi,not_needed,,"The only convenience store in Yomase — 24 hours, 300 metres from Yomase Station; essential for early starts, late returns, and snacks between runs.",onigiri | hot snacks | ramen cups | hand warmers,https://www.mapion.co.jp/phonebook/M02005/20561/ILSP0000491024_ipclm/ | https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000005573,,yomase,cafe,limited,https://www.sej.co.jp/
"2521 Yomase, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0405",,JP,farm produce | fruit | vegetables,no,,,,8:30-17:00,,8:30-17:00,,Seasonal: August to December only,8:30-17:00,closed,8:30-17:00,8:30-17:00,8:30-17:00,ja-shiga-kogen-farm-stall-yomase,yes,17:00,36.7571,138.4038,"This small agricultural cooperative direct-sales stall in central Yomase sells produce grown locally in the valley: apples (the Yomase area is apple-farming country), seasonal vegetables, mountain herbs, and preserved goods. It is a farm-shop rather than a restaurant, but relevant for self-catering guests and those wanting to pick up fresh local produce. Open only from August through December — closed for the ski season itself — so of limited use to ski visitors unless passing through in early season (late November–December). The JA also operates the Yomase Kajitsu Kyosenjo (fruit sorting facility) nearby.",Shiga Kogen JA Farm Produce Stall,志賀高原農業協同組合 直売所,,cash_only,+81-269-38-1004,,$,yamanouchi,not_needed,,"Seasonal JA-affiliated farm shop selling Yomase-grown apples, vegetables and local produce — open August to December only.",Yomase apples | seasonal mountain vegetables | local preserves,https://www.ja-nagano.iijan.or.jp/office/directsales-2/,,yomase,restaurant,yes,https://www.ja-nagano.iijan.or.jp/office/directsales-2/
