"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Ehime","SOL-FA Oda Ski Gelande","solfaoda","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Solfa Oda | Solfa Oda | Sol-Fa Oda Ski Gelände | Sol-Fa Oda Ski Gelände","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/solfa-oda/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.we-love-uchiko.jp/2026/01/12/2180/","2026-08-26","/shikoku-kyushu-ski-areas/mountain/sol-fa-oda-ski-gelande",""
"Fukui","Fukui Izumi Ski Resort","fukuiizumi","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Fukui Izumi | Fukui Izumi | Fukui Izumi Ski Area | Fukui Izumi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/fukui-izumi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://www.japan47go.travel/en/detail/13831721-0626-4654-a59d-70ebc5472133","2026-08-26","",""
"Fukui","Imajō 365","imajo365","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Imajō 365 | Imajō 365","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukui","Imajyo 365","imajyo365","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Imajyo 365 | Imajyo 365 (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/imajyo-365/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Fukui","JAM Fukui Katsuyama Mountain Resort","jamkatsuyama","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Jam Katsuyama | Jam Katsuyama | Ski Jam Katsuyama | Ski Jam Katsuyama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/jam-katsuyama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://www.japan47go.travel/en/detail/8ca355f7-05d9-4459-88cc-7e8ed7db86e6","2026-08-26","",""
"Fukui","Kadohara Ski Area","kadoharaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kadohara Ski Area | Kadohara Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukui","Karigahara Ski Area","karigaharaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Karigahara Ski Area | Karigahara Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukui","Kuzuryu Ski Resort","kuzuryu","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Kuzuryu | Kuzuryu | Kuzuryū Ski Area | Kuzuryū Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kuzuryu/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://www.fuku-e.com/en/attractions/detail_1297.html","2026-08-26","",""
"Fukui","Moriyama Kogen","moriyamakogen","unresolved","japan-ski-resorts-558","Moriyama Kogen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Fukui","Rokuroshi Kogen","rokuroshikogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Rokuroshi Kogen | Rokuroshi Kogen (temporarily closed) | Rokuroshi Kōgen Ski Area | Rokuroshi Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/rokuroshi-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukui","Shinbo Family Ski Resort","shinbo","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Shinbo | Shinbo","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/shinbo/","2026-07-13 | 2026-08-24","unclear","https://www.japan47go.travel/en/detail/5fbdf372-7bb0-4538-880f-e07148934fa0","2026-08-26","",""
"Fukuoka","Bigair Fukuoka","bigairfukuoka","out_of_scope","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Bigair Fukuoka | Bigair Fukuoka (indoor ski area) | Big Air Fukuoka (Indoor) | Big Air Fukuoka (Indoor)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/bigair-fukuoka/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Adatara Kogen Resort","adatarakogenresort","closed","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Adatara Kogen Resort | Adatara Kogen Resort | Adatara Kōgen Ski Resort | Adatara Kōgen Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/adatara-kogen-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","closed","https://www.adatara-resort.com/ski/","2026-08-26","",""
"Fukushima","Aizu Bange Choei","aizubangechoei","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Aizu Bange Choei | Aizu Bange Choei","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/aizu-bange-choei/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Fukushima","Aizu Kogen Daikura Ski Resort","aizukogendaikurayama","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Aizu Kogen Daikurayama | Aizu Kogen Daikurayama | Aizu Kōgen Daikura Ski Area | Aizu Kōgen Daikura Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/aizu-kogen-daikurayama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://daikura.net/","2026-08-26","/bandai/mountain/aizu-kogen-daikura-ski-resort",""
"Fukushima","Aizu Kogen Nango Ski Resort","aizukogennango","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Aizu Kogen Nango | Aizu Kogen Nango | Aizu Kōgen Nangō Ski Area | Aizu Kōgen Nangō Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/aizu-kogen-nango/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.nango-ski.com/","2026-08-26","/bandai/mountain/aizu-kogen-nango-ski-resort",""
"Fukushima","Aizu Kogen Takahata Ski Resort","aizukogentakahata","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Aizu Kogen Takahata | Aizu Kogen Takahata | Aizu Kōgen Takahata Ski Area | Aizu Kōgen Takahata Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/aizu-kogen-takahata/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.takahata-ski.net/","2026-08-26","/bandai/mountain/aizu-kogen-takahata-ski-resort",""
"Fukushima","Aizu Kogen Takatsue Ski Resort","aizukogentakatsue","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Aizu Kogen Takatsue | Aizu Kogen Takatsue | Aizu Kōgen Takatsue Ski Area | Aizu Kōgen Takatsue Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/aizu-kogen-takatsue/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.takatsue.jp/","2026-08-26","/bandai/mountain/aizu-kogen-takatsue-ski-resort",""
"Fukushima","Aizubange Town Ski Area","aizubangetownskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Aizubange Town Ski Area | Aizubange Town Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Alts Bandai","altsbandai","merged_or_renamed","japan-ski-resorts-558 | skiresort-japan-directory","Alts Bandai | Alts Bandai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/alts-bandai/","2026-07-13 | 2026-08-24","merged_into","https://www.nekoma.co.jp/","2026-08-26","",""
"Fukushima","Alts Snow Park & Resort","altssnowparkresort","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Alts Snow Park & Resort | Alts Snow Park & Resort","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Azuma Ski Area","azumaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Azuma Ski Area | Azuma Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Bandai Kokusai Ski Area","bandaikokusaiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Bandai Kokusai Ski Area | Bandai Kokusai Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","EN RESORT Grandeco Snow Resort","grandecosnowresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Grandeco Snow Resort | Grandeco Snow Resort | Gran Deco Snow Resort | Gran Deco Snow Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/grandeco-snow-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://resort.en-hotel.com/grandeco/snow/ja/","2026-08-26","/bandai/mountain/grandeco",""
"Fukushima","Fairy Land Kaneyama Ski Resort","kaneyama","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Kaneyama | Kaneyama | Fairy Land Kaneyama Ski Area | Fairy Land Kaneyama Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kaneyama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.town.kaneyama.fukushima.jp/site/kanko/1222skiii.html","2026-08-26","/bandai/mountain/fairy-land-kaneyama-ski-resort",""
"Fukushima","Grand Sunpia Inawashiro","grandsunpiainawashiro","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Grand Sunpia Inawashiro | Grand Sunpia Inawashiro (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/grand-sunpia-inawashiro/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Fukushima","Grandee Hatoriko","grandeehatoriko","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Grandee Hatoriko | Grandee Hatoriko (temporarily closed) | Grandee Hatoriko Ski Resort | Grandee Hatoriko Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/grandee-hatoriko/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Inawashiro Ski Resort","inawashiro","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Inawashiro | Inawashiro | Inawashiro Resort Ski Area | Inawashiro Ski Area | Inawashiro Resort Ski Area | Inawashiro Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/inawashiro/ | https://en.wikipedia.org/wiki/Lake_Inawashiro | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/Lake_Inawashiro | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26 | 2026-08-26 | 2026-08-26","verified_operating","https://www.inawashiro-ski.com/information/94/","2026-08-26","/bandai/mountain/inawashiro-ski-resort",""
"Fukushima","Kitakatashi Gobuichi","kitakatashigobuichi","unresolved","japan-ski-resorts-558","Kitakatashi Gobuichi","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Fukushima","Listel Ski Fantasia","listelskifantasia","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Listel Ski Fantasia | Listel Ski Fantasia | Listel Ski Fantasia | Listel Ski Fantasia","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/listel-ski-fantasia/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.listel-inawashiro.jp/ski/top/","2026-08-26","/bandai/mountain/listel-ski-fantasia",""
"Fukushima","Minowa Ski Resort","minowa","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Minowa | Minowa | Minowa Ski Area | Minowa Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/minowa/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.ski-minowa.jp/","2026-08-26","/bandai/mountain/minowa-ski-resort",""
"Fukushima","Nekoma","nekoma","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Nekoma | Nekoma","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nekoma/","2026-07-13 | 2026-08-24","merged_into","https://www.nekoma.co.jp/","2026-08-26","/bandai/mountain/nekoma-mountain",""
"Fukushima","Nihonmatsu Shiozawa Ski Area","nihonmatsushiozawaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nihonmatsu Shiozawa Ski Area | Nihonmatsu Shiozawa Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Fukushima","Numajiri Ski Resort","numajiri","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Numajiri | Numajiri | Numajiri Ski Area | Numajiri Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/numajiri/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.numajiri-ski.jp/","2026-08-26","/bandai/mountain/numajiri-ski-resort",""
"Fukushima","Oze Hinoemata Onsen Ski Resort","hinoemata","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hinoemata | Hinoemata | Hinoemata Onsen Ski Area | Hinoemata Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hinoemata/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.oze-info.jp/spot/hinoemata-ski/","2026-08-26","/bandai/mountain/oze-hinoemata-onsen-ski-resort",""
"Fukushima","Sannokura Ski Resort","sannokura","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Sannokura | Sannokura | Sannokura Ski Area | Sannokura Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/sannokura/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://sites.google.com/view/sannokura-area","2026-08-26","/bandai/mountain/sannokura-ski-resort",""
